PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1,spectrum_logparabola,spectrum_plsuperexpcutoff,spectrum_powerlaw
1.1249243e-11,2.491215,1.1880635e-11,2.4287016,0.057676908,3.2884984,1.1519946e-11,2.433437,0.041555706,0.6666667,2.7348022,5398.4365,128.6927,0.26461124,OtroAGN,1,0,0
2.5347904e-13,2.5932326,4.1886592e-13,2.5024374,0.5043206,3.3245685,4.2881662e-13,2.327258,1.0774794,0.6666667,3.552523,536.258,5.1684985,0.0,UncAss,1,0,0
1.7515762e-13,2.382856,2.6051662e-13,2.135058,0.42962372,3.0513186,2.6112505e-13,1.9526325,0.82679135,0.6666667,3.3733802,405.61105,7.081786,0.0,UncAss,1,0,0
6.0829785e-15,2.0390463,7.724754e-15,1.9120804,0.19936462,1.8966017,7.837134e-15,1.7436954,0.4025109,0.6666667,2.0808938,260.63858,19.835989,0.32937545,BCU,0,0,1
2.3662337e-12,2.7699428,2.9542226e-12,2.6409512,0.1912085,2.3059812,2.887882e-12,2.5707624,0.29397255,0.6666667,2.1028152,1015.5498,62.750603,0.8562439,BCU,1,0,0
3.239176e-14,2.1014612,4.1152103e-14,1.9167384,0.21810673,2.3377106,4.001626e-14,1.827784,0.32783464,0.6666667,2.1926243,261.0106,23.325607,0.5175855,BLL,1,0,0
6.699119e-14,2.130702,7.455295e-14,2.0390596,0.08587369,1.5613961,7.3535755e-14,1.9930836,0.110271044,0.6666667,1.8237532,800.9707,34.10192,0.47957236,BLL,0,0,1
7.322815e-16,1.655614,7.5569966e-16,1.647997,0.015397494,0.0,7.162843e-16,1.6611047,-0.0132251,0.6666667,0.0,126.88374,15.292405,0.0,UncAss,0,0,1
3.4290184e-13,2.6284423,4.954092e-13,2.801228,0.30479586,3.4266257,5.179936e-13,2.7066267,0.81530416,0.6666667,3.3755236,1279.4868,5.9351454,0.0,UncAss,1,0,0
2.5788007e-15,1.8092881,2.0087045e-15,1.9360956,-0.11083897,1.2026217,2.2467066e-15,2.0046859,-0.084533,0.6666667,1.0885496,170.38214,13.681282,0.0,UncAss,0,0,1
2.0638172e-13,2.400445,2.2574524e-13,2.3568225,0.07798106,1.3526902,2.2315322e-13,2.3170593,0.10487354,0.6666667,1.1376785,1162.177,245.86787,1.7297056,FSRQ,0,0,1
4.2778025e-12,2.608606,5.142006e-12,2.4952915,0.19811547,4.628732,4.9468086e-12,2.4391167,0.2613791,0.6666667,4.4119606,2209.967,430.01877,1.0985311,BCU,1,0,0
1.03652626e-16,1.2130771,1.5616744e-16,1.1791776,0.2331494,1.3098854,1.6463775e-16,1.0462431,0.5298963,0.6666667,1.1846145,35.809723,15.870269,0.0,NoAGN,0,0,1
7.8070645e-13,2.363609,9.438942e-13,2.1300998,0.24816701,4.939355,9.109238e-13,2.0785427,0.32433754,0.6666667,5.177894,1691.8424,18.75696,0.17321444,UncAss,1,0,0
1.4740597e-13,2.5298216,2.1854054e-13,2.4100878,0.38281512,3.203557,2.2049758e-13,2.2578359,0.7668145,0.6666667,3.4212117,546.57367,21.576338,0.45869175,UncAss,1,0,0
1.3713889e-13,2.22829,1.5323346e-13,2.155737,0.08596688,1.8189796,1.5055264e-13,2.104374,0.10960108,0.6666667,1.9457432,1046.3184,10.873187,0.0,BCU,0,0,1
1.1689705e-13,2.436854,1.3442086e-13,2.4001873,0.104214095,1.0170882,1.3290433e-13,2.3426683,0.16651312,0.6666667,0.51164025,521.91815,21.461287,0.5367487,UncAss,0,0,1
1.6551849e-13,2.1953113,2.4948807e-13,1.8426286,0.5007086,6.2178802,2.4350904e-13,1.71268,0.823231,0.6666667,6.406092,624.2696,9.20132,0.0,UncAss,1,0,0
2.9979695e-12,2.8036618,5.6622003e-12,3.2263136,0.5609203,9.660024,5.8915043e-12,3.0703976,1.3346499,0.6666667,9.6556835,3617.564,10.373776,0.0,NoAGN,0,1,0
2.6751266e-13,2.1899724,3.7926888e-13,1.8598034,0.4244755,7.2075186,3.671159e-13,1.7516629,0.64817524,0.6666667,7.475813,849.21985,7.204619,0.0,NoAGN,1,0,0
5.167282e-13,2.6926003,5.597592e-13,2.6814873,0.059474014,0.39190435,5.5839654e-13,2.629535,0.10873337,0.6666667,0.0,592.6824,12.801969,0.0,UncAss,0,0,1
1.2027572e-13,2.550742,1.8486573e-13,2.4201927,0.3470724,2.6388953,1.9307764e-13,2.2038674,0.79553086,0.6666667,2.917205,472.02438,7.2975583,0.0,UncAss,1,0,0
5.168725e-14,2.4759078,5.764259e-14,2.526082,0.08644803,1.2219801,5.5705545e-14,2.4444766,0.0942142,0.6666667,0.0,1085.2538,15.260475,0.0,NoAGN,0,0,1
3.53076e-13,2.6433237,5.571897e-13,2.3825397,0.4610063,3.043959,5.848391e-13,2.1217823,1.1089202,0.6666667,3.4448662,489.35675,6.025219,0.0,UncAss,1,0,0
